ZoneName,LengthM,SiteCode,DateStart,DateFinish,ZoneDescription,Comments,Comments2,RoadType,RCACScore,RoadWidthM,LRoadWidth,RRoadWidth,WidthVarie,RCACWidth,RCACTreesW,RCACTreesS,RCACGround,RCACGrassl,RCACLeafLi,RCACLogs,RCACRocksC,RCACWetlan,RCACMaxFau,RCACRegene,RCACWildli,RCACWeedCo,RCACSiteDi,RCACRareSp,HollowTree,LargeOldTree,Trees,LogsWoodyD,GroundFlor,Mistletoe,Shrubs,BioticSoil,LeafMulchL,Rocks,CracksCrev,Wetland,Disturbanc,Regenerati,Weeds,Powerline,BiomassRed,AdjoiningL,AdjoiningV,PowerlineD,CanopyCont,OverallFue,GroundFuel,ElevatedFu,BarkHazard,Majorweeds,Locality,LandFormLS,LandForm00,SoilType,EVCCode,EVCNotes,EVCSource,Origin,Recommenda
salvo bend road,2,g040,02/12/2014,02/12/2014,woodland with patchy native grass understorey,,,,15,4.0,,,1,1,0,2,2,0,1,1,0,0,5,1,2,2,4,0,0,0,19.0,1,29,2,24,1,1,0,0,0,3,2,3,0,300,,i+e,309.0,3,,,,,,berringa,2.1lsp6-2,,szb,2205,127>47>127>2001>47,,,
berringa road,1,g051,02/12/2014,02/12/2014,woodland with patchy native grass understorey,,,,15,5.0,,,0,1,1,2,2,0,2,1,0,0,5,1,2,2,4,0,0,1,19.0,1,29,2,24,2,2,0,0,0,3,2,3,0,300,,i+e,309.0,3,,,,,,berringa,2.1pft6-4,,yf,2205,47>127>47d,,,
berringa road,5,g051,02/12/2014,02/12/2014,woodland with weedy grassy understorey,,,,13,5.0,,,0,1,0,2,2,0,1,1,0,0,5,1,2,0,4,0,0,0,19.0,1,29,2,24,0,1,0,0,0,3,2,1,0,300,,e,309.0,2,,,,,,illabarook,2.1pft6-4,,yf,47,47d,,,
berringa road,1,g051,02/12/2014,02/12/2014,cleared with occasional trees and/or shrubs,,,,13,5.0,,,0,1,1,2,2,0,1,0,0,0,5,1,2,0,4,0,0,1,18.0,0,29,0,23,0,1,0,0,0,3,2,1,0,300,,e,309.0,1,,,,,,illabarook,2.1lsp6-2,,szb,175,175,,,
berringa road,5,g051,02/12/2014,02/12/2014,cleared with occasional trees and/or shrubs,,,,13,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,2,1,4,0,0,0,16.0,0,29,1,16,1,0,0,0,0,3,2,2,0,300,,i+e,309.0,1,,,,,,illabarook,2.1pft6-4,,yf,175,175,,,
berringa road,2,g051,02/12/2014,02/12/2014,"sprayed, degraded - pasture grasses and weeds",,,,3,4.0,,,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,29,0,0,0,0,0,0,0,1,1,1,0,223,,e,309.0,0,,,,,,illabarook,2.1pft6-4,,yf,175,175,,,
moonlight road,1,g052,02/12/2014,02/12/2014,woodland with patchy native grass understorey,,,,19,20.0,,,0,3,1,2,2,0,1,1,0,0,5,1,3,3,4,0,0,1,19.0,1,37,0,24,1,1,0,0,0,3,2,4,0,289,,e,307.0,1,,,,,,illabarook,2.1pft6-4,,yf,175,175,,,
moonlight road,1,g052,02/12/2014,02/12/2014,cleared with occasional trees and/or shrubs,,"roadside only scores hcv due to listed species presence, otherwise mcv",,27,5.0,,,0,1,0,2,2,0,0,0,0,0,4,1,2,2,2,1,0,0,16.0,0,29,0,23,0,0,0,0,0,2,2,3,0,289,,e,307.0,1,,,,,,illabarook,2.1pft6-4,,yf,175,175,,,
moonlight road,4,g052,02/12/2014,02/12/2014,cleared with occasional trees and/or shrubs,,,,12,4.0,,,0,1,0,2,2,0,0,0,0,0,4,0,1,2,4,0,0,0,16.0,0,29,0,16,1,0,0,0,0,3,1,3,0,298,,i+e,309.0,0,,,,,,berringa,2.1pft6-4,,yf,175,175,,,
moonlight road,9,g052,02/12/2014,02/12/2014,woodland with patchy native grass understorey,,,,13,4.0,,,0,1,0,2,2,0,1,0,0,0,5,1,2,2,2,0,0,0,18.0,0,29,1,24,1,1,0,0,0,2,2,3,0,289,,i+e,309.0,2,,,,,,berringa,2.1pft6-4,,yf,175,175,,,
moonlight road,1,g052,02/12/2014,02/12/2014,woodland with patchy native grass understorey,,hcv roadside converted to very high status due to listed species presence,,31,8.0,,,1,2,0,2,2,0,1,1,0,0,5,1,2,2,4,1,0,0,19.0,1,29,2,24,1,1,0,0,0,3,2,3,0,300,,e,309.0,2,,,,,,berringa,2.1pft6-4,,yf,47,47,,,
derwent jacks road,1,g157,03/12/2014,03/12/2014,woodland with weedy grassy understorey,,,,14,8.0,,,1,2,1,2,2,0,0,1,0,0,5,1,2,0,4,0,0,1,19.0,1,29,1,24,0,0,0,0,0,3,2,1,0,289,,i+e,309.0,2,,,,,,berringa,2.1pft6-4,,yf,2205,47>127,,,
derwent jacks road,2,g157,03/12/2014,03/12/2014,pasture grasses and weeds,,,,4,4.0,,,1,1,0,1,2,0,0,0,0,0,3,0,0,0,0,0,0,0,16.0,0,29,0,0,0,0,0,0,0,1,1,1,0,300,,e,309.0,0,,,,,,berringa,2.1pft6-4,,yf,127,127,,,
fire access track (berringa),3,g267,03/12/2014,03/12/2014,cleared with occasional trees and/or shrubs,,,,6,8.0,,,1,2,0,2,2,0,0,0,0,0,4,0,0,0,0,0,0,0,0.0,0,29,0,23,0,0,0,0,0,1,1,1,0,300,,i+e,309.0,0,,,,,,berringa,2.1pft6-4,,yf,47,47,,,
fire access track (berringa),1,g267,03/12/2014,03/12/2014,woodland with patchy native grass understorey,,,,13,10.0,,,0,2,0,2,2,0,2,1,0,0,5,1,1,0,4,0,0,0,18.0,1,29,0,23,0,2,0,0,0,3,2,1,0,300,,e,309.0,2,,,,,,berringa,2.1pft6-4,,yf,47,47,,,
cellante road,3,g257,03/12/2014,03/12/2014,forest,,,,16,4.0,,,0,2,1,2,2,0,2,1,0,0,5,1,2,2,4,0,0,1,20.0,1,29,1,24,1,2,0,0,0,3,2,3,0,300,,i+e,309.0,3,,,,,,berringa,2.1pft6-4,,yf,127,127>22,,,
old station road,5,g295,03/12/2014,03/12/2014,woodland with weedy grassy understorey,,hcv roadside converted to very high status due to listed species presence,,30,6.0,,,0,2,3,2,2,0,2,1,0,0,5,1,2,1,4,1,0,3,18.0,1,29,0,24,0,2,0,0,0,3,2,2,0,289,,i+e,309.0,2,,,,,,berringa,2.1pft6-4,,yf,47,47,,,
old station road,3,g295,03/12/2014,03/12/2014,woodland with patchy native grass understorey,,,,15,8.0,,,0,2,0,2,2,0,2,1,0,0,5,1,2,1,4,0,0,0,18.0,1,29,1,26,0,2,0,0,0,3,2,2,0,289,,i+e,309.0,1,,,,,,cape clear,2.1pft6-4,,yf,175,175,,,
old station road,1,g295,03/12/2014,03/12/2014,cleared with occasional trees and/or shrubs,,,,15,8.0,,,0,2,0,2,2,0,2,0,0,0,5,1,1,2,4,0,0,0,0.0,0,29,0,24,0,2,0,0,0,3,2,3,0,289,,sb,309.0,0,,,,,,cape clear,2.1pft6-4,,yf,175,175,,,
old station road,6,g295,03/12/2014,03/12/2014,dominated by shelterbelts and/or escapees,,,,10,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,1,1,2,0,0,0,16.0,0,29,0,23,0,0,0,0,0,2,2,2,0,300,,e,309.0,0,,,,,,cape clear,2.1pft6-4,,yf,175,175,,,
old station road,1,g295,03/12/2014,03/12/2014,woodland with patchy native grass understorey,,,,15,8.0,,,0,2,0,2,2,0,2,0,0,0,5,1,2,1,4,0,0,0,19.0,0,29,0,26,1,3,0,0,0,3,2,2,0,289,,e,309.0,2,,,,,,cape clear,2.1pft6-4,,yf,175,175,,,
old station road,2,g295,03/12/2014,03/12/2014,cleared with occasional trees and/or shrubs,,,,12,8.0,,,0,2,0,2,2,0,1,0,0,0,5,1,2,0,2,0,0,0,16.0,0,29,0,23,1,1,0,0,0,2,2,1,0,289,,e,309.0,1,,,,,,cape clear,2.1pft6-4,,yf,175,175>641/175,,,
"scotts road, cape clear",7,g050,03/12/2014,03/12/2014,cleared with occasional trees and/or shrubs,,,,13,10.0,,,0,2,0,2,2,0,0,0,0,0,4,1,1,1,4,0,0,0,16.0,0,29,0,24,0,0,0,0,0,3,2,2,0,300,,e,309.0,1,,,,,,cape clear,2.1lsp6-2,,yf,175,175>[641]>175,,,
"scotts road, cape clear",7,g050,03/12/2014,03/12/2014,cleared with occasional trees and/or shrubs,,,,7,10.0,,,1,2,0,1,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0.0,0,29,0,16,0,0,0,0,0,2,1,1,0,298,,e,307.0,0,,,,,,cape clear,2.1pft6-4,,yf,175,175,,,
"scotts road, cape clear",3,g050,03/12/2014,03/12/2014,cleared with occasional trees and/or shrubs,patchy,,,11,6.0,,,0,2,0,2,2,0,0,0,0,0,4,1,1,1,2,0,0,0,0.0,0,29,0,24,0,0,0,0,0,2,2,2,0,300,,e,309.0,0,,,,,,cape clear,2.1pft6-4,,yf,175,175,,,
"ryans road, cape clear",3,g215,03/12/2014,03/12/2014,dominated by shelterbelts and/or escapees,,,,6,6.0,,,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0.0,0,29,0,0,0,0,0,0,0,2,1,1,0,298,,e,309.0,0,,,,,,cape clear,2.1pft6-4,,yf,175,175,,,
"ryans road, cape clear",1,g215,03/12/2014,03/12/2014,cleared with occasional trees and/or shrubs,,,,16,8.0,,,0,2,0,2,2,2,0,0,0,0,4,1,1,2,4,0,0,0,16.0,0,30,0,23,0,0,0,0,0,3,2,3,0,289,,en,309.0,0,,,,,,cape clear,2.1pft6-4,,yf,175,175,,,
"ryans road, cape clear",1,g215,03/12/2014,03/12/2014,cleared with occasional trees and/or shrubs,,,,14,8.0,,,0,2,0,2,2,0,0,0,0,0,4,1,2,1,4,0,0,0,16.0,0,29,0,24,0,0,0,0,0,3,2,2,0,298,,e,309.0,0,,,,,,cape clear,2.1pft6-4,,yf,175,175,,,
"racecourse road, springdallah",6,g049,03/12/2014,03/12/2014,cleared with occasional trees and/or shrubs,,,,14,8.0,,,0,2,0,2,2,0,0,0,0,0,4,1,2,1,4,0,0,0,0.0,0,29,0,24,1,0,0,0,0,3,2,2,0,289,,e,309.0,0,,,,,,cape clear,2.1pft6-4,,yf,175,175,,,
"racecourse road, springdallah",8,g049,03/12/2014,03/12/2014,cleared with occasional trees and/or shrubs,,hcv roadside converted to very high status due to listed species presence,,30,8.0,,,0,2,0,2,2,0,0,0,0,0,4,1,2,2,4,1,0,0,16.0,0,29,0,24,1,0,0,0,0,3,2,3,0,289,,e,309.0,0,,,,,,cape clear,7.1pbfq6-5,,ye,175,175,,,
"racecourse road, springdallah",4,g049,03/12/2014,03/12/2014,cleared with occasional trees and/or shrubs,,"roadside only scores hcv due to listed species presence, otherwise mcv",,28,8.0,,,1,2,0,2,2,0,0,0,0,0,4,1,2,0,4,1,0,0,16.0,0,29,0,24,1,0,0,0,0,3,2,1,0,289,,e,309.0,0,,,,,,cape clear,7.1pbfq6-5,,ye,175,175,,,
"racecourse road, springdallah",6,g049,03/12/2014,03/12/2014,cleared with occasional trees and/or shrubs,patchy quality,hcv roadside converted to very high status due to listed species presence,,30,5.0,,,0,1,0,2,2,0,0,0,1,0,5,1,2,2,4,1,0,0,17.0,0,37,0,16,1,0,1,0,0,3,2,3,0,300,,e/sb,309.0,0,,,,,,springdallah,7.1pbfq6-5,,ye,175,175,,,
blackmores road,5,g254,03/12/2014,03/12/2014,cleared under powerlines,,"roadside only scores hcv due to listed species presence, otherwise lcv",,18,4.0,,,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,1,0,0,0.0,0,29,0,0,0,0,0,0,0,1,1,1,0,300,,sb,291.0,0,,,,,,cape clear,7.1pbfq6-5,,ye,175,175,,,
macphersons lane,3,g279,03/12/2014,03/12/2014,pines,,,,3,,,,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,29,0,0,0,0,0,0,0,1,1,1,0,289,,e,309.0,0,,,,,,cape clear,7.1pbfq6-5,,ye,175,175,,,
dalgleish road,1,g261,03/12/2014,03/12/2014,woodland with patchy native grass understorey,,,,15,6.0,,,0,2,0,1,2,0,0,0,0,0,3,1,2,3,4,0,0,0,0.0,0,30,0,16,1,0,0,0,0,3,2,4,0,300,,i+e,309.0,0,,,,,,springdallah,7.1pbfq6-5,,ye,175,175,,,
dalgleish road,7,g261,03/12/2014,03/12/2014,cleared with occasional trees and/or shrubs,very patchy,"roadside only scores hcv due to listed species presence, otherwise mcv",,27,8.0,,,1,2,0,2,2,0,0,0,0,0,4,1,1,2,2,1,0,0,0.0,0,29,0,23,0,0,0,0,0,2,2,3,0,300,,e,309.0,0,,,,,,springdallah,7.1pbfq6-5,,ye,2225,175>2223,,,
"ryans road, cape clear",1,g215,04/12/2014,04/12/2014,woodland with patchy native grass understorey,,,,15,8.0,,,0,2,3,2,2,0,1,1,0,0,5,1,2,1,4,0,1,2,18.0,1,29,2,24,0,1,0,0,0,3,2,2,0,289,,i+e,309.0,2,,,,,,cape clear,2.1lsp6-2,,szb,719,3/175,,,
"ryans road, cape clear",4,g215,04/12/2014,04/12/2014,woodland with weedy grassy understorey,,,,13,20.0,,,0,3,3,2,2,0,2,1,0,0,5,1,2,0,2,0,1,2,19.0,1,29,1,24,0,2,0,0,0,2,2,1,0,300,,i+e,309.0,3,,,,,,mannibadar,2.1lsp6-2,,szb,641,641,,,
happy valley crossing road,4,g019,04/12/2014,04/12/2014,woodland with weedy grassy understorey,,,,15,20.0,,,0,3,1,2,2,0,2,1,0,0,5,1,2,0,4,0,0,1,19.0,1,29,2,24,0,2,0,0,0,3,2,1,0,300,,i+e,309.0,3,,,,,,happy valley (ballarat),2.1lsp6-2,,szb,641,641>47d,,,
happy valley crossing road,4,g019,04/12/2014,04/12/2014,woodland with patchy native grass understorey,,,,16,8.0,,,0,2,0,2,2,0,2,2,0,0,5,1,3,1,4,0,0,0,19.0,2,29,2,24,3,3,0,0,0,3,2,2,0,300,,i,309.0,3,,,,,,happy valley (ballarat),2.1lsp6-2,,szb,175,175,,,
happy valley crossing road,1,g019,04/12/2014,04/12/2014,woodland with patchy native grass understorey,,,,15,8.0,,,0,2,0,2,2,0,0,2,0,0,5,1,2,1,4,0,0,0,19.0,2,33,1,26,0,0,0,0,0,3,2,2,0,300,,n,309.0,3,,,,,,happy valley (ballarat),2.1lsp6-2,,szb,2001,2001,,,
happy valley crossing road,5,g019,04/12/2014,04/12/2014,woodland with patchy native grass understorey,,,,15,8.0,,,0,2,0,2,2,0,2,2,0,0,5,1,2,1,4,0,0,0,19.0,2,29,0,24,1,2,0,0,0,3,2,2,0,300,,i+e,309.0,2,,,,,,happy valley (ballarat),2.1lsp6-2,,szb,47,47d,,,
hooch road,6,g270,04/12/2014,04/12/2014,woodland with patchy native grass understorey,,,,15,6.0,,,1,2,1,2,2,0,2,2,0,0,5,1,2,1,4,0,0,1,19.0,2,29,1,24,2,2,0,0,0,3,2,2,0,300,,i+e,309.0,3,,,,,,happy valley (ballarat),2.1lsp6-2,,szb,47,47,,,
hooch track,1,g271,04/12/2014,04/12/2014,forest,,,,19,20.0,,,0,3,0,2,2,0,2,2,0,0,5,1,3,3,4,0,0,0,20.0,4,36,0,17,3,3,0,0,0,3,2,4,0,300,,i,309.0,3,,,,,,happy valley (ballarat),2.1lsp6-2,,szb,2214,127>22/21>21>22/21>127,,,
happy valley crossing road,7,g019,04/12/2014,04/12/2014,pasture grasses and weeds,,,,6,8.0,,,0,2,0,1,2,0,0,0,0,0,3,0,1,0,0,0,0,0,0.0,0,29,0,16,0,0,0,0,0,1,1,1,0,289,,e,306.0,0,,,,,,happy valley (ballarat),2.1lsp6-2,,szb,2223,2223,,,
dreamers hill road,1,g152,04/12/2014,04/12/2014,pasture grasses and weeds,,,,3,4.0,,,0,1,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0.0,0,29,0,0,0,0,0,0,0,1,1,1,0,298,,e,309.0,0,,,,,,happy valley (ballarat),2.1lsp6-2,,szb,2223,2223,,,
dreamers hill road,1,g152,04/12/2014,04/12/2014,woodland with patchy native grass understorey,,,,16,6.0,,,0,2,3,2,2,0,0,1,0,0,5,1,2,2,4,0,1,2,18.0,1,29,0,16,0,0,0,0,0,3,2,3,0,300,,e,309.0,1,,,,,,happy valley (ballarat),2.1lsp6-2,,szb,2223,2223>47,,,
dreamers hill road,1,g152,04/12/2014,04/12/2014,forest,,,,17,8.0,,,0,2,1,2,2,0,0,2,0,0,5,1,3,2,4,0,1,0,20.0,2,43,1,24,0,0,0,0,0,3,2,3,0,300,,i+e,309.0,3,,,,,,happy valley (ballarat),2.1lsp6-2,,szb,22,22,,,
dreamers hill road,1,g152,04/12/2014,04/12/2014,forest,,,,15,8.0,,,1,2,2,2,2,0,2,2,0,0,5,1,2,1,4,0,1,1,20.0,2,29,0,24,0,2,0,0,0,3,2,2,0,300,,i+e,309.0,3,,,,,,linton,2.1lsp6-2,,szb,47,47d,,,
lucky woman road,1,g278,04/12/2014,04/12/2014,cleared with occasional trees and/or shrubs,,,,15,4.0,,,1,1,0,2,2,0,1,0,0,0,5,1,2,2,4,0,0,0,18.0,0,29,0,16,0,1,0,0,0,3,2,3,0,300,,i+e,309.0,1,,,,,,mannibadar,2.1lsp6-2,,szb,47,47d,,,
lucky woman road,1,g278,04/12/2014,04/12/2014,cleared with occasional trees and/or shrubs,,,,16,6.0,,,1,2,1,2,2,0,2,1,0,0,5,1,2,2,4,0,0,1,18.0,1,29,0,24,1,2,0,0,0,3,2,3,0,300,,i+e,309.0,1,,,,,,mannibadar,2.1lsp6-2,,szb,411,47d>3/175,,,
linton-naringhil road,8,g182,04/12/2014,04/12/2014,pasture grasses and weeds,,,,5,4.0,,,0,1,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0.0,0,29,0,0,0,0,0,0,0,2,1,1,0,298,,e,309.0,0,,,,,,mannibadar,7.1pbfq6-2,,yk,132,132,,,
linton-naringhil road,6,g182,04/12/2014,04/12/2014,pasture grasses and weeds,,,,5,4.0,,,0,1,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0.0,0,29,0,0,0,0,0,0,0,2,1,1,0,298,,e,309.0,0,,,,,,mannibadar,7.1pbfq6-2,,yk,132,132,,,
linton-naringhil road,5,g182,04/12/2014,04/12/2014,pasture grasses and weeds,,"roadside only scores hcv due to listed species presence, otherwise mcv",,24,12.0,,,1,2,0,0,2,2,0,0,0,0,2,0,0,1,2,1,0,0,0.0,0,29,0,0,0,0,0,0,0,2,1,2,0,289,,e,309.0,0,,,,,,mannibadar,7.1pbfq6-2,,yk,132,132,,,
linton-naringhil road,9,g182,04/12/2014,04/12/2014,pasture grasses and weeds,,,,9,12.0,,,1,2,0,0,2,2,0,0,0,0,2,0,0,1,2,0,0,0,0.0,0,29,0,0,0,0,0,0,0,2,1,2,0,289,,e,309.0,0,,,,,,mannibadar,7.1pbfq6-2,,yk,132,132,,,
linton-naringhil road,4,g182,04/12/2014,04/12/2014,pasture grasses and weeds,,,,7,12.0,,,1,2,0,0,2,1,0,0,0,0,2,0,0,0,2,0,0,0,0.0,0,29,0,0,0,0,0,0,0,2,1,1,0,298,,e,309.0,0,,,,,,mannibadar,7.1pbfq6-2,,yk,132,132,,,
linton-naringhil road,2,g182,04/12/2014,04/12/2014,pasture grasses and weeds,,,,6,12.0,,,1,2,0,0,2,0,0,0,0,0,4,0,0,0,2,0,0,0,0.0,0,29,0,0,0,0,0,0,0,2,1,1,0,298,,e,309.0,0,,,,,,mannibadar,7.1pbfq6-2,,yk,132,132,,,
linton-mannibadar road,2,g181,09/12/2014,09/12/2014,pasture grasses and weeds,,,,8,4.0,,,0,1,0,0,2,0,0,0,0,0,2,0,1,2,2,0,0,0,0.0,0,29,0,0,0,0,0,0,0,2,1,3,0,289,,e/sb,309.0,0,,,,,,linton,7.1pbfq6-5,,ye,47,47,,,
linton-mannibadar road,1,g181,09/12/2014,09/12/2014,woodland with patchy native grass understorey,,,,14,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,2,2,4,0,0,0,19.0,0,29,1,24,0,0,0,0,0,3,2,3,0,289,,i+e,309.0,2,,,,,,linton,7.1pbfq6-5,,ye,47,47,,,
linton-mannibadar road,7,g181,09/12/2014,09/12/2014,woodland with patchy native grass understorey,,,,16,8.0,,,0,2,3,2,2,0,0,0,0,0,5,1,2,2,4,0,1,2,19.0,0,29,1,24,0,0,0,0,0,3,2,3,0,289,,i+e,309.0,2,,,,,,linton,7.1pbfq6-5,,ye,47,47,,,
linton-mannibadar road,3,g181,09/12/2014,09/12/2014,cleared with occasional trees and/or shrubs,,,,14,8.0,,,0,2,0,2,2,0,0,0,0,0,4,1,1,2,4,0,0,0,0.0,0,29,0,24,1,0,0,0,0,3,2,3,0,289,,e,309.0,0,,,,,,linton,2.1lsp6-2,,szb,2223,2223,,,
linton-mannibadar road,1,g181,09/12/2014,09/12/2014,woodland with patchy native grass understorey,,,,16,8.0,,,1,2,0,2,2,0,2,0,0,0,5,1,2,2,4,0,0,0,19.0,0,29,0,24,2,2,0,0,0,3,2,3,0,289,,i+e,309.0,2,,,,,,linton,2.1lgp5-2,,dd,71,47>71?,,,
linton-mannibadar road,7,g181,09/12/2014,09/12/2014,cleared with occasional trees and/or shrubs,,,,11,8.0,,,0,2,0,2,2,0,0,0,0,0,4,1,2,0,2,0,0,0,16.0,0,29,0,23,0,0,0,0,0,2,2,1,0,289,,e,309.0,1,,,,,,linton,2.1lgp5-2,,dd,175,175,,,
linton-mannibadar road,5,g181,09/12/2014,09/12/2014,dominated by shelterbelts and/or escapees,,,,7,15.0,,,1,2,0,2,2,0,2,1,0,0,5,0,0,0,0,0,0,0,16.0,1,29,0,16,0,2,0,0,0,1,1,1,0,289,,e,309.0,0,,,,,,mannibadar,2.1lgp5-2,,dd,175,175,,,
linton-mannibadar road,7,g181,09/12/2014,09/12/2014,cleared with occasional trees and/or shrubs,,"roadside only scores hcv due to listed species presence, otherwise mcv",,28,15.0,,,0,2,1,1,2,0,0,0,0,0,4,0,1,2,4,1,0,1,16.0,0,29,0,0,0,0,0,0,0,3,1,3,0,289,,e,309.0,0,,,,,,mannibadar,2.1pfq6-3,,de,175,175,,,
sanderson lane,4,g303,09/12/2014,09/12/2014,pasture grasses and weeds,,,,6,4.0,,,0,1,0,1,2,0,0,0,0,0,3,0,0,0,2,0,0,0,0.0,0,29,0,16,0,0,0,0,0,2,1,1,0,289,,e,309.0,0,,,,,,mannibadar,2.1pfq6-3,,de,175,175,,,
sanderson lane,5,g303,09/12/2014,09/12/2014,cleared with occasional trees and/or shrubs,,,,10,4.0,,,0,1,0,2,2,0,0,0,0,0,4,1,2,0,2,0,0,0,18.0,0,29,0,0,0,0,0,0,0,2,2,1,0,289,,e,309.0,1,,,,,,mannibadar,2.1pfq6-3,,de,175,175,,,
sanderson lane/bells road,3,g304,09/12/2014,09/12/2014,woodland with patchy native grass understorey,,,,15,4.0,,,0,1,1,2,2,0,2,1,0,0,5,1,2,2,4,0,1,0,18.0,1,29,0,24,0,2,0,0,0,3,2,3,0,300,,e,309.0,2,,,,,,mannibadar,2.1pfq6-3,,de,175,175,,,
linton-mannibadar road,3,g181,09/12/2014,09/12/2014,pasture grasses and weeds,,,,7,4.0,,,1,1,0,0,2,0,0,0,0,0,2,0,0,0,4,0,0,0,0.0,0,29,0,0,0,0,0,0,0,3,1,1,0,289,,e,309.0,0,,,,,,mannibadar,7.1pbfq6-2,,yk,2223,2223,,,
lismore-pittong road,2,g186,09/12/2014,09/12/2014,pasture grasses and weeds,,,,6,10.0,,,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0.0,0,29,0,0,0,0,0,0,0,2,1,1,0,298,,eh,309.0,0,,,,,,mannibadar,7.1pbfq6-2,,yk,132,132,,,
lismore-pittong road,3,g186,09/12/2014,09/12/2014,grassland,,"roadside only scores hcv due to listed species presence, otherwise mcv",,26,10.0,,,0,2,0,0,2,2,0,0,0,0,2,0,0,1,4,1,0,0,0.0,0,29,0,0,0,0,0,0,0,3,1,2,0,298,,e/sb,309.0,0,,,,,,mannibadar,7.1pbfq6-2,,yk,132,132>3 on creek,,,
lismore-pittong road,2,g186,09/12/2014,09/12/2014,woodland with patchy native grass understorey,,,,13,8.0,,,0,2,0,2,2,0,0,0,0,0,4,0,1,2,4,0,0,0,16.0,0,29,0,23,0,0,0,0,0,3,1,3,0,298,,i+e,309.0,0,,,,,,mannibadar,2.1lgp5-2,,dd,719,3/175,,,
lismore-pittong road,3,g186,09/12/2014,09/12/2014,cleared with occasional trees and/or shrubs,,,,11,8.0,,,0,2,0,1,2,0,0,0,0,0,3,0,1,1,4,0,0,0,0.0,0,29,0,16,0,0,0,0,0,3,1,2,0,298,,e/sb,307.0,0,,,,,,mannibadar,2.1pfq6-3,,de,175,175,,,
moreton hill road,4,g287,09/12/2014,09/12/2014,cleared with occasional trees and/or shrubs,,,,11,4.0,,,0,1,0,2,2,0,0,0,0,0,4,0,1,1,4,0,0,0,16.0,0,29,0,16,0,0,0,0,0,3,1,2,0,300,,e,309.0,0,,,,,,mannibadar,2.1lgp5-2,,dd,175,175,,,
moreton hill road,1,g287,09/12/2014,09/12/2014,cleared with occasional trees and/or shrubs,raised middle is better condition,,,9,4.0,,,0,1,0,2,2,0,0,0,0,0,4,0,1,1,2,0,0,0,16.0,0,29,0,16,0,0,0,0,0,2,1,2,0,300,,e,309.0,0,,,,,,mannibadar,2.1lgp5-2,,dd,656,656>175>656>175,,,
unnamed off moreton hill road,9,g315,09/12/2014,09/12/2014,cleared with occasional trees and/or shrubs,,,,7,4.0,,,0,1,0,2,2,0,0,0,0,0,4,0,0,0,2,0,0,0,16.0,0,29,0,16,0,0,0,0,0,2,1,1,0,296,,e,309.0,0,,,,,,skipton,2.1lgp5-2,,dd,175,175,,,
lismore-pittong road,3,g186,09/12/2014,09/12/2014,grassland,phalaris a problem,"roadside only scores hcv due to listed species presence, otherwise mcv",,27,8.0,,,0,2,0,0,2,3,0,0,0,0,2,0,0,1,4,1,0,0,0.0,0,29,0,0,1,0,0,0,0,3,1,2,0,298,,e,309.0,0,,,,,,mannibadar,7.1pbfq6-2,,yk,132,132,,,
lismore-pittong road,1,g186,09/12/2014,09/12/2014,grassland,phalaris a problem,,,9,8.0,,,0,2,0,0,2,1,0,0,0,0,2,0,0,0,4,0,0,0,0.0,0,29,0,0,0,0,0,0,0,3,1,1,0,298,,e,309.0,0,,,,,,mannibadar,7.1pbfq6-2,,yk,132,132,,,
willowvale road,2,g235,09/12/2014,09/12/2014,grassland,phalaris a problem,,,7,8.0,,,0,2,0,0,2,1,0,0,0,0,2,0,0,0,2,0,0,0,0.0,0,29,0,0,0,0,0,0,0,2,1,1,0,289,,e/sb,309.0,0,,,,,,willowvale,7.1pbfq6-2,,yk,2242,132 wtg,,,
willowvale road,1,g235,09/12/2014,09/12/2014,grassland,phalaris a problem,"roadside only scores hcv due to listed species presence, otherwise mcv",,29,8.0,,,0,2,0,0,2,4,0,0,0,0,2,0,0,2,4,1,0,0,0.0,0,37,0,0,1,0,0,0,0,3,1,3,0,289,,e,309.0,0,,,,,,willowvale,7.1pbfq6-2,,yk,2242,132 wtg,,,
willowvale road,7,g235,09/12/2014,09/12/2014,pasture grasses and weeds,,"roadside only scores hcv due to listed species presence, otherwise lcv",,21,8.0,,,0,2,0,0,2,0,0,0,0,0,2,0,0,0,2,1,0,0,0.0,0,29,0,0,0,0,0,0,0,2,1,1,0,289,,e,309.0,0,,,,,,willowvale,7.1pbfq6-2,,yk,132,132,,,
